GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,NAME,JN9E001,JN9E002,JN9E003,JN9E004,JN9E005,JN9E006,JN9E007,JN9E008,JN9E009,JN9E010,JN9E011,JN9E012,JN9E013,JN9E014,JN9E015,JN9E016,JN9E017,JN9E018,JN9E019,JN9E020,JN9E021,JN9E022,JN9E023,JN9E024,JN9E025,JN9E026,JN9E027,JN9E028,JN9E029,JN9E030,JN9E031,JN9E032,JN9E033,JN9E034,JN9E035,JN9M001,JN9M002,JN9M003,JN9M004,JN9M005,JN9M006,JN9M007,JN9M008,JN9M009,JN9M010,JN9M011,JN9M012,JN9M013,JN9M014,JN9M015,JN9M016,JN9M017,JN9M018,JN9M019,JN9M020,JN9M021,JN9M022,JN9M023,JN9M024,JN9M025,JN9M026,JN9M027,JN9M028,JN9M029,JN9M030,JN9M031,JN9M032,JN9M033,JN9M034,JN9M035
G4201010005500,2006-2010,Pennsylvania,42,Philadelphia County,101,5500,Census Tract 55, Philadelphia County, Pennsylvania,4183,1961,39,52,8,22,0,33,84,0,865,175,241,79,207,100,15,41,2222,0,27,0,15,85,17,156,25,890,79,415,150,185,149,29,0,363,275,61,80,13,30,109,37,100,109,223,122,126,71,111,65,23,64,238,109,44,109,19,95,22,107,28,285,59,173,103,111,74
G4201010005600,2006-2010,Pennsylvania,42,Philadelphia County,101,5600,Census Tract 56, Philadelphia County, Pennsylvania,772,286,0,0,0,0,0,0,38,0,93,28,39,0,88,0,0,0,486,0,0,0,0,13,0,13,0,184,87,76,35,66,0,0,12,209,119,109,109,109,109,109,109,40,109,87,50,34,109,73,109,109,109,167,109,109,109,109,22,109,23,109,141,73,57,55,80,109
G4201010006000,2006-2010,Pennsylvania,42,Philadelphia County,101,6000,Census Tract 60, Philadelphia County, Pennsylvania,4271,1925,16,17,0,0,0,0,13,15,1114,166,273,98,161,52,0,0,2346,32,80,0,29,59,91,136,57,734,214,452,118,290,54,0,0,499,408,26,27,109,109,109,109,21,24,401,86,160,90,119,53,109,109,312,37,122,109,37,50,81,108,56,232,116,214,95,158,42
G4201010006100,2006-2010,Pennsylvania,42,Philadelphia County,101,6100,Census Tract 61, Philadelphia County, Pennsylvania,2017,783,8,7,6,0,0,29,0,53,470,44,53,30,55,0,28,0,1234,48,6,0,112,0,45,94,31,472,15,157,68,159,27,0,0,189,117,14,11,11,109,109,29,109,42,115,36,53,35,56,109,47,109,144,50,11,109,77,109,47,85,46,139,22,106,43,73,32
G4201010006200,2006-2010,Pennsylvania,42,Philadelphia County,101,6200,Census Tract 62, Philadelphia County, Pennsylvania,1968,787,13,0,14,25,15,0,14,37,375,100,74,43,77,0,0,0,1181,34,0,7,10,0,68,60,74,496,98,187,72,63,12,0,0,273,181,19,109,24,29,24,109,22,46,143,90,53,43,68,109,109,109,159,30,109,14,16,109,63,53,73,146,70,74,63,54,18
G4201010006300,2006-2010,Pennsylvania,42,Philadelphia County,101,6300,Census Tract 63, Philadelphia County, Pennsylvania,1964,950,45,0,62,0,51,76,86,45,337,37,29,55,104,23,0,0,1014,64,11,0,24,22,8,72,61,460,27,173,30,62,0,0,0,342,286,34,109,81,109,60,63,61,61,224,30,29,51,60,33,109,109,159,50,17,109,38,29,14,65,57,125,28,128,34,53,109
G4201010010000,2006-2010,Pennsylvania,42,Philadelphia County,101,10000,Census Tract 100, Philadelphia County, Pennsylvania,2947,1281,0,0,21,0,0,26,111,59,517,81,159,74,177,45,0,11,1666,23,0,17,44,11,21,212,47,515,32,449,100,142,53,0,0,338,273,109,109,21,109,109,37,94,41,205,74,121,68,106,46,109,17,210,27,109,18,35,15,24,146,59,143,32,152,71,82,43
G4201010010100,2006-2010,Pennsylvania,42,Philadelphia County,101,10100,Census Tract 101, Philadelphia County, Pennsylvania,3650,1633,0,22,0,54,34,56,82,26,816,99,275,18,151,0,0,0,2017,0,0,23,74,50,41,100,132,875,0,166,164,179,194,19,0,540,421,109,40,109,69,42,56,95,30,319,106,136,30,131,109,109,109,305,109,109,28,67,52,52,83,88,271,109,104,115,120,113
G4201010010200,2006-2010,Pennsylvania,42,Philadelphia County,101,10200,Census Tract 102, Philadelphia County, Pennsylvania,1627,641,0,0,23,30,36,92,25,42,262,29,76,0,26,0,0,0,986,10,0,27,10,46,63,151,4,345,80,141,65,31,13,0,0,214,159,109,109,26,47,33,70,24,53,116,25,73,109,40,109,109,109,175,15,109,42,17,47,33,96,9,150,53,100,57,29,22
G4201010010300,2006-2010,Pennsylvania,42,Philadelphia County,101,10300,Census Tract 103, Philadelphia County, Pennsylvania,1511,473,0,0,9,15,0,9,40,94,190,0,34,35,47,0,0,0,1038,0,0,9,11,7,25,76,26,545,30,91,118,74,26,0,0,261,111,109,109,15,23,109,14,52,70,90,109,36,46,62,109,109,109,240,109,109,17,17,12,40,74,27,192,35,72,103,63,42
G4201010010400,2006-2010,Pennsylvania,42,Philadelphia County,101,10400,Census Tract 104, Philadelphia County, Pennsylvania,1771,797,19,0,22,0,0,52,61,32,332,32,107,37,103,0,0,0,974,21,0,0,12,26,108,66,53,304,30,153,142,59,0,0,0,324,206,30,109,27,109,109,62,53,36,141,37,91,58,88,109,109,109,198,25,109,109,20,32,123,53,63,101,36,78,85,53,109
G4201010010500,2006-2010,Pennsylvania,42,Philadelphia County,101,10500,Census Tract 105, Philadelphia County, Pennsylvania,1940,702,0,9,9,46,0,32,78,0,305,77,72,52,22,0,0,0,1238,18,17,19,84,36,99,126,51,336,89,144,57,62,100,0,0,244,137,109,15,14,37,109,31,57,109,116,48,44,52,36,109,109,109,183,30,15,21,60,35,68,71,47,107,63,70,45,45,64
G4201010010600,2006-2010,Pennsylvania,42,Philadelphia County,101,10600,Census Tract 106, Philadelphia County, Pennsylvania,731,263,0,0,0,0,25,11,11,0,102,19,48,9,23,15,0,0,468,0,0,0,19,0,12,36,30,209,11,21,21,87,22,0,0,151,97,109,109,109,109,40,18,17,109,58,31,59,17,30,27,109,109,117,109,109,109,31,109,19,35,28,96,19,22,24,63,35
G4201010010700,2006-2010,Pennsylvania,42,Philadelphia County,101,10700,Census Tract 107, Philadelphia County, Pennsylvania,2091,723,29,0,20,25,13,42,0,100,311,21,89,25,48,0,0,0,1368,31,6,0,7,80,26,158,87,545,79,227,23,74,25,0,0,285,202,32,109,31,28,20,40,109,86,154,27,53,29,41,109,109,109,260,33,11,109,11,112,22,86,54,151,71,138,28,60,25
G4201010010800,2006-2010,Pennsylvania,42,Philadelphia County,101,10800,Census Tract 108, Philadelphia County, Pennsylvania,2122,827,50,0,0,29,0,48,57,40,240,28,213,47,65,10,0,0,1295,0,0,78,0,24,168,270,59,399,50,144,54,24,25,0,0,348,212,83,109,109,33,109,45,50,56,105,26,115,53,63,16,109,109,202,109,109,79,109,27,107,103,57,133,42,67,44,37,42
G4201010010900,2006-2010,Pennsylvania,42,Philadelphia County,101,10900,Census Tract 109, Philadelphia County, Pennsylvania,1153,470,0,0,0,25,0,9,47,0,242,24,91,0,14,18,0,0,683,0,0,0,9,0,71,0,42,308,35,72,24,33,89,0,0,227,132,109,109,109,39,109,21,52,109,93,44,65,109,21,29,109,109,159,109,109,109,15,109,57,109,43,104,36,70,32,38,56
G4201010011000,2006-2010,Pennsylvania,42,Philadelphia County,101,11000,Census Tract 110, Philadelphia County, Pennsylvania,2349,1019,28,28,49,0,0,82,157,79,299,16,123,0,127,19,0,12,1330,24,0,27,60,31,92,96,71,468,93,126,123,104,15,0,0,400,282,32,45,47,109,109,62,111,70,120,27,84,109,105,30,109,19,300,34,109,33,58,37,73,76,61,206,80,68,91,89,18
G4201010011100,2006-2010,Pennsylvania,42,Philadelphia County,101,11100,Census Tract 111, Philadelphia County, Pennsylvania,2161,739,31,0,13,15,50,45,28,26,302,19,118,54,27,0,0,11,1422,8,0,28,25,37,54,99,30,633,21,258,137,56,31,0,5,273,175,40,109,20,22,46,38,30,36,114,27,60,63,32,109,109,17,221,15,109,21,28,34,42,63,29,167,25,115,88,37,40
G4201010011200,2006-2010,Pennsylvania,42,Philadelphia County,101,11200,Census Tract 112, Philadelphia County, Pennsylvania,3455,1384,20,57,0,56,0,106,0,47,643,47,336,15,19,38,0,0,2071,0,0,0,52,78,55,211,14,894,109,449,101,60,48,0,0,365,291,31,84,109,71,109,133,109,50,187,44,161,24,30,38,109,109,281,109,109,109,61,65,65,109,24,239,90,172,88,45,58
G4201010011300,2006-2010,Pennsylvania,42,Philadelphia County,101,11300,Census Tract 113, Philadelphia County, Pennsylvania,2080,910,0,25,0,33,67,46,121,9,278,0,138,83,97,13,0,0,1170,11,0,18,0,24,11,78,0,368,122,341,133,21,35,0,8,240,181,109,38,109,33,82,58,114,15,100,109,100,88,69,21,109,109,200,17,109,28,109,41,17,51,109,111,92,131,91,25,35
G4201010011400,2006-2010,Pennsylvania,42,Philadelphia County,101,11400,Census Tract 114, Philadelphia County, Pennsylvania,4882,2022,0,41,27,17,11,151,31,111,842,64,341,166,94,94,32,0,2860,0,16,0,11,85,123,101,67,1062,163,643,250,171,168,0,0,454,360,109,66,44,28,22,99,36,108,320,46,207,125,77,85,47,109,279,109,28,109,21,101,88,89,67,276,106,197,147,89,95
G4201010015700,2006-2010,Pennsylvania,42,Philadelphia County,101,15700,Census Tract 157, Philadelphia County, Pennsylvania,1450,790,37,0,0,59,74,27,40,35,243,25,89,29,132,0,0,0,660,0,0,82,61,39,39,27,0,294,8,23,33,30,24,0,0,173,123,39,109,109,62,68,33,37,43,96,30,64,45,74,109,109,109,107,109,109,50,63,49,34,37,109,119,13,28,35,41,39
G4201010015800,2006-2010,Pennsylvania,42,Philadelphia County,101,15800,Census Tract 158, Philadelphia County, Pennsylvania,4064,1876,13,0,20,37,46,36,39,37,650,110,74,58,551,180,13,12,2188,51,12,62,34,114,66,50,34,666,96,307,107,400,99,73,17,450,375,20,109,32,34,44,34,37,47,164,64,54,57,253,96,20,19,259,40,19,72,30,96,46,50,32,174,105,135,69,143,59
G4201010016000,2006-2010,Pennsylvania,42,Philadelphia County,101,16000,Census Tract 160, Philadelphia County, Pennsylvania,4951,2425,27,16,0,84,52,32,154,26,749,23,309,322,497,69,49,16,2526,30,0,0,23,119,227,160,102,696,221,341,116,311,101,79,0,442,287,32,26,109,60,45,40,111,32,208,27,140,174,179,86,48,26,281,38,109,109,27,104,102,100,79,177,121,166,99,144,90
G4201010016100,2006-2010,Pennsylvania,42,Philadelphia County,101,16100,Census Tract 161, Philadelphia County, Pennsylvania,2979,1285,18,12,17,34,66,120,99,48,482,30,102,50,130,67,10,0,1694,83,12,13,78,30,46,121,73,595,103,225,85,117,75,32,6,400,247,29,18,24,41,56,74,73,40,155,34,73,50,82,79,15,109,255,72,17,15,73,35,45,74,58,166,62,106,59,82,49
G4201010016200,2006-2010,Pennsylvania,42,Philadelphia County,101,16200,Census Tract 162, Philadelphia County, Pennsylvania,1059,569,10,5,31,59,0,0,91,0,295,5,33,0,23,17,0,0,490,7,37,16,14,42,0,52,0,212,27,36,0,15,9,0,23,204,164,16,12,45,49,109,109,90,109,150,12,43,109,39,18,109,109,113,17,48,26,25,52,109,58,109,98,33,31,109,22,15
G4201010016300,2006-2010,Pennsylvania,42,Philadelphia County,101,16300,Census Tract 163, Philadelphia County, Pennsylvania,1713,802,12,21,62,68,137,29,9,128,275,26,24,11,0,0,0,0,911,52,62,88,68,47,41,40,11,302,21,58,37,64,20,0,0,356,245,18,25,51,57,109,26,14,157,125,30,37,17,109,109,109,109,206,41,69,65,63,42,46,49,17,124,28,74,54,52,33
G4201010016400,2006-2010,Pennsylvania,42,Philadelphia County,101,16400,Census Tract 164, Philadelphia County, Pennsylvania,2382,872,94,11,29,67,0,46,110,18,406,23,11,0,57,0,0,0,1510,120,13,7,142,68,196,221,77,407,88,90,42,15,24,0,0,255,209,76,18,32,54,109,52,88,27,167,31,17,109,41,109,109,109,166,73,22,12,80,52,109,115,51,115,66,52,50,24,35
G4201010016500,2006-2010,Pennsylvania,42,Philadelphia County,101,16500,Census Tract 165, Philadelphia County, Pennsylvania,1557,679,43,8,0,21,128,77,53,0,288,12,12,22,15,0,0,0,878,12,0,7,69,25,176,93,68,294,38,61,7,28,0,0,0,309,205,41,14,109,25,128,68,48,109,111,19,19,27,24,109,109,109,177,18,109,11,55,28,115,69,63,116,35,45,14,33,109
G4201010016600,2006-2010,Pennsylvania,42,Philadelphia County,101,16600,Census Tract 166, Philadelphia County, Pennsylvania,693,379,0,0,0,0,62,12,26,0,150,23,64,0,42,0,0,0,314,0,0,10,0,0,37,32,0,177,0,38,0,0,20,0,0,222,181,109,109,109,109,74,19,42,109,103,27,85,109,54,109,109,109,108,109,109,18,109,109,60,29,109,71,109,48,109,109,23
G4201010016800,2006-2010,Pennsylvania,42,Philadelphia County,101,16800,Census Tract 168, Philadelphia County, Pennsylvania,2619,1030,18,0,35,0,9,33,130,68,580,0,127,11,19,0,0,0,1589,0,8,8,8,35,115,133,57,720,45,162,48,195,55,0,0,296,207,21,109,37,109,15,29,98,62,202,109,71,18,21,109,109,109,173,109,12,12,12,42,68,115,58,164,33,86,41,135,50
G4201010003901,2006-2010,Pennsylvania,42,Philadelphia County,101,3901,Census Tract 39.01, Philadelphia County, Pennsylvania,4602,2301,0,15,39,14,142,113,109,33,939,155,220,87,384,35,16,0,2301,93,0,58,148,119,72,31,53,913,132,285,40,175,152,30,0,480,332,109,23,50,24,91,100,74,43,245,122,103,80,169,59,26,109,270,70,109,47,110,87,63,31,43,238,66,143,52,88,124
G4201010016902,2006-2010,Pennsylvania,42,Philadelphia County,101,16902,Census Tract 169.02, Philadelphia County, Pennsylvania,3430,1470,93,0,26,44,102,98,119,14,744,29,96,19,86,0,0,0,1960,13,0,11,29,66,85,281,41,815,53,298,139,98,31,0,0,328,270,90,109,43,53,124,71,93,22,217,47,84,31,75,109,109,109,247,22,109,18,36,77,84,131,38,193,41,129,92,74,47
G4201010016901,2006-2010,Pennsylvania,42,Philadelphia County,101,16901,Census Tract 169.01, Philadelphia County, Pennsylvania,2216,866,0,0,11,0,63,39,30,69,554,28,45,13,0,0,0,14,1350,9,0,12,0,88,60,160,17,619,33,249,13,68,22,0,0,289,202,109,109,17,109,64,32,35,59,165,32,36,18,109,109,109,22,174,16,109,18,109,58,54,81,29,144,28,108,18,58,26
G4201010020700,2006-2010,Pennsylvania,42,Philadelphia County,101,20700,Census Tract 207, Philadelphia County, Pennsylvania,3684,1701,11,0,0,0,36,52,0,41,231,29,252,119,490,254,161,25,1983,43,0,0,0,16,11,36,0,395,159,165,91,541,343,170,13,388,324,16,109,109,109,43,51,109,47,106,35,179,101,155,102,87,28,256,49,109,109,109,26,19,36,109,158,83,80,55,177,142
G4201010020800,2006-2010,Pennsylvania,42,Philadelphia County,101,20800,Census Tract 208, Philadelphia County, Pennsylvania,1394,640,0,0,0,0,0,29,70,8,69,0,24,39,222,76,40,63,754,0,0,0,24,0,0,0,23,105,29,104,48,233,79,105,4,262,212,109,109,109,109,109,48,95,13,58,109,26,34,120,47,30,55,132,109,109,109,41,109,109,109,28,69,26,50,50,101,48
G4201010020900,2006-2010,Pennsylvania,42,Philadelphia County,101,20900,Census Tract 209, Philadelphia County, Pennsylvania,2197,1087,50,0,28,68,72,13,0,24,305,78,101,33,171,90,10,44,1110,41,9,0,43,16,22,36,39,331,0,15,83,320,114,27,14,316,171,62,109,28,71,66,21,109,37,98,61,78,33,72,53,16,42,197,44,13,109,42,25,26,31,35,137,109,18,70,104,52
G4201010021000,2006-2010,Pennsylvania,42,Philadelphia County,101,21000,Census Tract 210, Philadelphia County, Pennsylvania,3035,1392,0,0,0,12,17,63,74,13,321,64,98,82,441,131,76,0,1643,0,0,0,61,12,13,40,0,592,94,124,99,235,285,37,51,401,305,109,109,109,21,28,71,67,24,111,59,76,61,207,96,62,109,238,109,109,109,68,20,21,45,109,175,58,85,93,122,131
G4201010021100,2006-2010,Pennsylvania,42,Philadelphia County,101,21100,Census Tract 211, Philadelphia County, Pennsylvania,1955,932,16,0,0,11,11,25,0,54,222,63,188,41,221,55,0,25,1023,30,0,0,20,0,30,0,0,350,25,113,128,209,74,44,0,266,181,24,109,109,17,17,31,109,41,94,45,94,34,87,38,109,28,153,33,109,109,35,109,29,109,109,107,28,58,73,85,40
G4201010021200,2006-2010,Pennsylvania,42,Philadelphia County,101,21200,Census Tract 212, Philadelphia County, Pennsylvania,1598,844,0,0,0,0,43,4,21,84,254,27,120,7,194,54,12,24,754,17,0,0,0,4,17,44,0,208,49,105,37,154,77,23,19,239,161,109,109,109,109,42,8,30,74,93,34,79,13,96,42,20,26,127,25,109,109,109,8,21,56,109,77,34,52,41,75,45
G4201010021300,2006-2010,Pennsylvania,42,Philadelphia County,101,21300,Census Tract 213, Philadelphia County, Pennsylvania,2064,1018,12,7,0,34,0,8,116,18,282,51,165,63,150,45,56,11,1046,21,0,21,24,7,20,21,0,267,95,75,120,185,100,63,27,234,146,19,13,109,31,109,12,112,23,79,39,81,48,64,37,59,18,156,23,109,24,24,10,23,32,109,95,61,43,70,78,58
G4201010021400,2006-2010,Pennsylvania,42,Philadelphia County,101,21400,Census Tract 214, Philadelphia County, Pennsylvania,2036,891,0,0,0,0,12,8,26,43,354,35,41,47,223,53,36,13,1145,13,0,8,25,8,9,17,48,281,15,92,35,323,190,69,12,273,179,109,109,109,109,15,13,31,70,122,34,39,39,75,42,29,20,236,20,109,12,41,13,14,20,44,110,24,75,31,143,106
G4201010021500,2006-2010,Pennsylvania,42,Philadelphia County,101,21500,Census Tract 215, Philadelphia County, Pennsylvania,2398,1124,10,0,0,19,30,31,59,26,341,28,96,22,341,53,68,0,1274,0,0,0,0,79,26,89,32,241,63,47,54,383,165,81,14,283,173,16,109,109,20,28,28,38,25,103,26,58,24,108,39,57,109,219,109,109,109,109,42,24,105,28,87,46,38,53,138,63
G4201010021600,2006-2010,Pennsylvania,42,Philadelphia County,101,21600,Census Tract 216, Philadelphia County, Pennsylvania,979,529,0,0,0,0,52,0,0,63,186,23,50,13,48,37,57,0,450,0,0,0,0,0,0,50,0,160,17,52,53,86,32,0,0,169,120,109,109,109,109,63,109,109,73,69,31,40,16,40,40,64,109,111,109,109,109,109,109,109,56,109,61,13,40,46,55,30
G4201010024100,2006-2010,Pennsylvania,42,Philadelphia County,101,24100,Census Tract 241, Philadelphia County, Pennsylvania,587,212,0,0,0,0,0,0,63,12,52,14,31,11,13,0,16,0,375,0,0,0,25,40,13,23,0,170,41,21,2,24,16,0,0,120,93,109,109,109,109,109,109,65,18,43,22,50,17,21,109,25,109,98,109,109,109,40,51,21,19,109,67,33,24,11,27,25
G4201010024200,2006-2010,Pennsylvania,42,Philadelphia County,101,24200,Census Tract 242, Philadelphia County, Pennsylvania,2376,1010,61,0,0,40,38,42,35,80,381,22,131,0,110,31,13,26,1366,23,0,0,0,0,22,263,28,455,100,186,17,185,54,23,10,288,193,82,109,109,54,57,55,39,74,121,25,74,109,80,33,20,32,217,33,109,109,109,109,28,138,27,163,63,101,19,82,45
G4201010024300,2006-2010,Pennsylvania,42,Philadelphia County,101,24300,Census Tract 243, Philadelphia County, Pennsylvania,2744,1407,0,0,0,39,113,27,94,30,478,30,269,107,173,26,21,0,1337,0,0,0,24,0,12,46,0,457,60,297,36,304,82,9,10,344,332,109,109,109,52,117,43,75,35,130,34,138,100,91,32,25,109,192,109,109,109,26,109,20,39,109,149,43,107,33,115,49
G4201010024400,2006-2010,Pennsylvania,42,Philadelphia County,101,24400,Census Tract 244, Philadelphia County, Pennsylvania,2295,1024,23,26,0,51,35,0,71,69,359,12,172,89,29,34,0,54,1271,0,0,0,20,0,37,60,60,732,48,48,121,137,8,0,0,459,301,27,39,109,79,43,109,72,63,144,19,116,84,34,33,109,87,348,109,109,109,31,109,44,53,72,290,77,45,80,86,14
G4201010024500,2006-2010,Pennsylvania,42,Philadelphia County,101,24500,Census Tract 245, Philadelphia County, Pennsylvania,2278,881,0,0,10,34,29,24,42,27,403,126,114,36,27,0,0,9,1397,0,0,0,0,42,29,171,42,578,78,246,81,102,28,0,0,371,252,109,109,16,41,33,27,35,43,152,107,71,56,31,109,109,14,247,109,109,109,109,44,37,94,42,158,58,132,52,101,27
G4201010024600,2006-2010,Pennsylvania,42,Philadelphia County,101,24600,Census Tract 246, Philadelphia County, Pennsylvania,1377,514,7,0,0,0,0,24,39,3,206,96,41,36,47,15,0,0,863,17,0,8,15,8,31,90,47,293,28,117,105,80,24,0,0,221,161,10,109,109,109,109,36,58,10,108,82,49,44,35,23,109,109,170,27,109,12,20,14,30,56,37,109,30,65,88,69,34
G4201010024700,2006-2010,Pennsylvania,42,Philadelphia County,101,24700,Census Tract 247, Philadelphia County, Pennsylvania,2816,1068,0,22,24,0,9,0,0,54,320,48,147,55,163,143,15,68,1748,0,14,0,127,0,161,122,122,556,176,156,117,97,100,0,0,507,413,109,36,36,109,14,109,109,74,121,48,92,43,101,199,29,81,261,109,22,109,114,109,117,90,92,140,101,98,65,70,105
G4201010024800,2006-2010,Pennsylvania,42,Philadelphia County,101,24800,Census Tract 248, Philadelphia County, Pennsylvania,1287,576,0,6,0,25,7,8,35,87,297,32,41,8,0,22,0,8,711,7,0,27,13,0,78,87,0,236,21,133,0,64,45,0,0,201,128,109,10,109,18,12,11,33,74,112,26,33,13,109,33,109,14,145,13,109,27,16,109,66,60,109,88,26,90,109,53,40
G4201010024900,2006-2010,Pennsylvania,42,Philadelphia County,101,24900,Census Tract 249, Philadelphia County, Pennsylvania,1887,772,20,0,0,25,37,65,93,53,246,18,112,10,52,41,0,0,1115,21,0,21,34,19,27,92,67,330,20,227,107,95,20,35,0,382,217,33,109,109,24,45,52,83,62,124,31,67,16,42,39,109,109,262,32,109,37,37,37,32,86,85,96,23,139,84,63,20
G4201010025200,2006-2010,Pennsylvania,42,Philadelphia County,101,25200,Census Tract 252, Philadelphia County, Pennsylvania,5378,2131,17,0,27,29,60,60,36,112,935,136,189,106,294,49,68,13,3247,12,0,29,194,40,142,86,62,1240,184,504,172,475,100,0,7,731,410,30,109,33,27,63,60,39,99,330,96,138,111,129,55,72,21,512,20,109,33,109,44,85,57,47,344,119,190,88,172,59
G4201010025300,2006-2010,Pennsylvania,42,Philadelphia County,101,25300,Census Tract 253, Philadelphia County, Pennsylvania,2140,872,25,0,12,13,10,13,99,40,381,56,160,0,63,0,0,0,1268,0,0,0,35,37,25,35,21,651,82,131,122,49,70,0,10,322,179,40,109,18,20,16,21,119,35,149,41,88,109,46,109,109,109,234,109,109,109,42,49,25,45,24,230,47,77,82,35,47
G4201010025400,2006-2010,Pennsylvania,42,Philadelphia County,101,25400,Census Tract 254, Philadelphia County, Pennsylvania,2794,1167,0,0,9,0,0,11,0,112,229,90,203,94,214,116,29,60,1627,29,0,0,29,0,11,18,0,437,133,168,174,234,319,37,38,309,190,109,109,15,109,109,18,109,87,118,76,122,78,116,82,31,47,220,45,109,109,41,109,17,27,109,129,69,87,118,97,96
G4201010025500,2006-2010,Pennsylvania,42,Philadelphia County,101,25500,Census Tract 255, Philadelphia County, Pennsylvania,1771,778,0,11,0,0,0,11,62,3,175,9,67,72,151,92,95,30,993,0,0,0,0,10,0,21,0,239,51,97,68,225,213,49,20,181,125,109,16,109,109,109,16,52,15,90,15,38,54,65,42,71,48,149,109,109,109,109,15,109,27,109,105,37,69,50,79,77
G4201010025600,2006-2010,Pennsylvania,42,Philadelphia County,101,25600,Census Tract 256, Philadelphia County, Pennsylvania,1911,803,11,0,0,6,8,23,0,8,139,31,39,36,270,145,53,34,1108,0,0,0,8,9,15,0,0,111,0,88,56,392,279,83,67,237,147,19,109,109,11,14,38,109,14,93,34,35,32,111,60,41,29,163,109,109,109,14,14,21,109,109,84,109,56,41,116,68
G4201010028300,2006-2010,Pennsylvania,42,Philadelphia County,101,28300,Census Tract 283, Philadelphia County, Pennsylvania,3900,1688,0,20,19,80,35,13,99,80,703,217,171,68,109,59,15,0,2212,82,18,16,70,123,0,129,144,930,278,135,167,70,33,0,17,450,341,109,20,34,80,54,23,88,62,240,155,103,67,83,85,23,109,339,79,18,28,79,131,109,99,100,224,215,81,94,75,38
G4201010028400,2006-2010,Pennsylvania,42,Philadelphia County,101,28400,Census Tract 284, Philadelphia County, Pennsylvania,2106,874,36,0,0,8,33,45,32,100,413,40,67,11,24,41,0,24,1232,0,39,30,52,49,48,168,36,355,78,186,87,61,43,0,0,295,178,56,109,109,14,52,52,33,60,128,46,74,17,38,37,109,37,215,109,54,35,53,58,45,95,37,104,77,97,58,51,38
G4201010028500,2006-2010,Pennsylvania,42,Philadelphia County,101,28500,Census Tract 285, Philadelphia County, Pennsylvania,1487,603,16,15,21,0,40,57,19,24,273,9,60,14,53,2,0,0,884,14,29,0,12,22,18,187,79,178,73,164,29,68,11,0,0,295,145,19,35,33,109,60,40,32,39,104,13,66,20,46,39,109,109,218,19,36,109,29,30,30,136,83,82,70,120,47,85,23
G4201010028600,2006-2010,Pennsylvania,42,Philadelphia County,101,28600,Census Tract 286, Philadelphia County, Pennsylvania,3634,1767,51,15,79,91,80,68,25,53,922,22,220,12,50,79,0,0,1867,24,49,74,41,0,135,82,123,707,108,247,126,107,44,0,0,459,308,64,24,76,86,89,74,30,51,226,37,149,21,39,94,109,109,283,24,61,81,40,109,85,58,96,191,90,128,90,68,52
G4201010028700,2006-2010,Pennsylvania,42,Philadelphia County,101,28700,Census Tract 287, Philadelphia County, Pennsylvania,1321,550,0,0,0,56,18,100,10,18,273,27,9,18,18,3,0,0,771,28,13,34,38,25,81,41,0,309,0,70,47,35,50,0,0,211,134,109,109,109,54,28,85,16,30,93,47,16,23,31,11,109,109,135,34,20,35,38,27,75,45,109,98,109,56,48,34,37
G4201010028800,2006-2010,Pennsylvania,42,Philadelphia County,101,28800,Census Tract 288, Philadelphia County, Pennsylvania,2291,985,54,23,0,45,77,23,63,20,504,0,112,18,30,16,0,0,1306,77,51,38,68,87,52,36,36,588,44,111,47,43,28,0,0,231,174,73,27,109,37,71,27,56,24,111,109,78,28,25,25,109,109,145,46,43,48,44,63,48,32,46,135,54,71,47,40,31
G4201010029000,2006-2010,Pennsylvania,42,Philadelphia County,101,29000,Census Tract 290, Philadelphia County, Pennsylvania,3631,1695,128,21,0,71,179,87,56,37,696,24,208,45,107,21,0,15,1936,89,48,40,93,120,26,150,106,511,103,301,141,142,19,47,0,406,269,88,22,109,67,107,64,49,46,222,29,130,49,118,25,109,23,269,81,60,39,83,105,29,99,53,131,62,126,79,87,31
G4201010029100,2006-2010,Pennsylvania,42,Philadelphia County,101,29100,Census Tract 291, Philadelphia County, Pennsylvania,2477,1138,30,10,18,60,20,88,33,31,468,69,80,33,185,13,0,0,1339,92,12,58,47,36,156,25,28,572,102,73,68,57,13,0,0,251,209,34,16,21,50,23,63,32,39,148,66,59,26,141,22,109,109,175,54,20,64,43,30,105,26,26,148,76,45,50,42,21
G4201010029200,2006-2010,Pennsylvania,42,Philadelphia County,101,29200,Census Tract 292, Philadelphia County, Pennsylvania,2271,985,46,0,14,60,0,16,27,61,273,43,123,93,149,10,70,0,1286,32,0,68,27,0,0,53,22,366,101,231,32,188,72,85,9,317,199,75,109,21,63,109,26,35,50,103,54,119,68,102,21,58,109,215,43,109,75,44,109,109,36,27,93,69,104,40,119,72
G4201010029300,2006-2010,Pennsylvania,42,Philadelphia County,101,29300,Census Tract 293, Philadelphia County, Pennsylvania,1554,697,32,0,25,62,0,35,69,13,289,32,78,13,49,0,0,0,857,0,0,33,11,45,31,19,58,351,43,104,63,99,0,0,0,261,174,40,109,40,58,109,31,58,19,132,36,59,21,52,109,109,109,173,109,109,35,19,40,36,24,46,126,33,66,50,65,109
